,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,address
364,1477135,62359,Pylos,Mediterranean,19.4,Weekend,Not given,28,29,"Πύλος, Δήμος Πύλου - Νέστορος, Περιφερειακή Ενότητα Μεσσηνίας, Περιφέρεια Πελοποννήσου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, 240 01, Ελλάς"
365,1477931,403833,Room Service,Thai,6.69,Weekday,Not given,25,32,"Room Service, 126, East North Loop Boulevard, North Loop, Austin, Travis County, Texas, 78751, United States"
366,1477822,61588,Blue Ribbon Sushi,Japanese,5.82,Weekend,Not given,34,27,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
367,1477360,91907,Sarabeth's Restaurant,American,12.08,Weekend,Not given,28,26,"Sarabeth’s, 246, 敦化南路一段, 仁愛里, 大安區, 東區商圈, 臺北市, 106, 臺灣"
368,1477163,376578,Shake Shack,American,15.76,Weekend,5,32,24,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
369,1476732,212469,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,34,24,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
370,1477987,104563,Blue Ribbon Sushi,Japanese,24.25,Weekend,4,24,23,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
371,1478315,235818,Shake Shack,American,12.13,Weekend,Not given,30,19,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
372,1476941,127149,Sarabeth's East,American,5.72,Weekend,Not given,33,26,"Sarabeth Jordan Boutique, 123, East Laurens Street, Laurens, Laurens County, South Carolina, 29360, United States"
373,1477014,399520,Xe May Sandwich Shop,Vietnamese,7.96,Weekend,5,25,29,
374,1476640,142773,Hibino,Japanese,14.02,Weekend,4,28,15,"日比野, 名古屋高速4号東海線, 昭和町, 熱田区, 名古屋市, 愛知県, 456-0073, 日本"
375,1478272,318874,The Kati Roll Company,Indian,14.07,Weekend,5,33,17,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
376,1477026,355592,CafÌ© China,Chinese,21.83,Weekend,4,32,15,
377,1476897,197265,Hill Country Fried Chicken,Southern,29.15,Weekend,Not given,20,17,"Country Fried Chicken, George Street, Robinvale, Rural City of Swan Hill, Victoria, 3549, Australia"
378,1476560,149508,Shake Shack,American,22.26,Weekend,4,32,17,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
379,1477007,342882,Yama Japanese Restaurant,Japanese,5.82,Weekend,Not given,30,30,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
380,1477958,309981,Blue Ribbon Fried Chicken,American,29.1,Weekend,Not given,31,27,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
381,1478102,165695,The Smile,American,13.39,Weekend,Not given,20,16,"The Smile, ถนนเสริมสุข, ช้างเผือก, เชียงใหม่, ป่าแดด, อำเภอสารภี, 50030, ประเทศไทย"
382,1478088,77540,Nobu Next Door,Japanese,9.7,Weekend,5,30,29,
383,1478252,94167,Dos Caminos,Mexican,22.36,Weekend,Not given,30,26,"Dos Caminos, Guacamaya, Parroquia Guacamaya, Municipio Ribas, Aragua, Venezuela"
384,1477964,165130,The Meatball Shop,Italian,12.13,Weekday,4,22,32,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
385,1477708,141908,Bareburger,American,6.07,Weekend,4,23,15,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
386,1476623,277898,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,26,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
387,1476912,149386,Yama Japanese Restaurant,Japanese,8.78,Weekend,4,22,28,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
388,1478104,75722,Osteria Morini,Italian,24.25,Weekday,Not given,22,24,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
389,1478065,212326,RedFarm Broadway,Chinese,20.18,Weekday,Not given,30,26,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
390,1477196,50123,Cafe Habana,Mexican,4.85,Weekend,5,28,22,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
391,1477531,52463,RedFarm Broadway,Chinese,6.06,Weekend,3,32,18,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
392,1476580,331143,Waverly Diner,American,6.84,Weekend,Not given,24,18,"Waverly Diner, 385, 6th Avenue, University Village, West Village, Manhattan, New York County, City of New York, New York, 10011, United States"
393,1477844,134340,Mira Sushi,Japanese,13.05,Weekend,4,33,29,"Mira Sushi, 153-11, Union Turnpike, Queens, City of New York, New York, 11367, United States"
394,1477192,374286,Vanessa's Dumpling House,Chinese,5.92,Weekday,Not given,30,32,"Vanessa's Dumpling House, 310, Bedford Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
395,1476618,351749,Shake Shack,American,12.13,Weekday,5,30,26,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
396,1477256,196355,Shake Shack,American,12.18,Weekday,5,23,31,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
397,1477919,75484,Five Guys Burgers and Fries,American,29.15,Weekend,Not given,20,16,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
398,1478120,47440,Blue Ribbon Fried Chicken,American,8.1,Weekend,Not given,33,22,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
399,1477791,300549,Shake Shack,American,7.23,Weekend,3,29,18,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
400,1477806,195927,Boqueria,Spanish,12.66,Weekend,Not given,27,30,"Boqueria, Viktor Rydbergsgatan, Lorensberg, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 412 56, Sverige"
401,1477631,115519,The Meatball Shop,Italian,12.23,Weekend,4,31,28,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
402,1477566,211697,Shake Shack,American,9.07,Weekday,4,21,32,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
403,1477156,93797,ilili Restaurant,Middle Eastern,6.02,Weekday,Not given,27,29,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
404,1478136,61388,Five Guys Burgers and Fries,American,14.12,Weekend,4,27,27,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
405,1477690,370096,Melt Shop,American,21.93,Weekend,5,30,18,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
406,1477237,59217,Jack's Wife Freda,Mediterranean,16.15,Weekend,4,26,22,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
407,1477107,211697,Shake Shack,American,7.08,Weekend,4,25,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
408,1478108,87188,Momoya,Japanese,32.93,Weekday,3,28,27,"Momoya, Kindia, Guinée"
409,1478047,127934,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,20,26,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
410,1477535,125123,S'MAC,American,15.57,Weekend,5,34,28,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
411,1477517,77793,The Meatball Shop,Italian,29.15,Weekend,5,23,30,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
412,1478029,403019,S'MAC,American,15.47,Weekday,5,31,32,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
413,1476585,141918,S'MAC,American,12.37,Weekend,4,30,28,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
414,1477620,148320,Tamarind TriBeCa,Indian,16.49,Weekday,Not given,31,28,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
415,1476664,164016,Blue Ribbon Fried Chicken,American,24.3,Weekday,5,20,27,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
416,1478422,197832,The Meatball Shop,Italian,14.84,Weekend,Not given,20,28,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
417,1477482,114919,Yama Japanese Restaurant,Japanese,25.27,Weekend,Not given,30,16,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
418,1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5,22,26,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
419,1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5,28,27,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
420,1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5,26,26,"Dos Caminos, Guacamaya, Parroquia Guacamaya, Municipio Ribas, Aragua, Venezuela"
421,1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4,32,17,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
422,1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28,
423,1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
424,1477066,376381,Shake Shack,American,8.25,Weekend,Not given,30,15,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
425,1477914,366975,Blue Ribbon Sushi Bar & Grill,Japanese,16.39,Weekend,Not given,31,18,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
426,1478064,221430,Han Dynasty,Chinese,14.75,Weekend,Not given,30,16,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
427,1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
428,1477410,39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,Not given,20,24,"Mamoun's Falafel, Northside Drive Northwest, Howell Station, Atlantic Station, Atlanta, Fulton County, Georgia, 30327, United States"
429,1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4,30,28,"Hummus Place, 71, 7th Avenue South, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
430,1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4,30,24,
431,1477195,64830,Cafeteria,American,20.47,Weekday,3,32,24,"Cafétéria, 54, Boulevard Desgranges, Sceaux, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92330, France"
432,1477737,104548,Tarallucci e Vino Restaurant,Italian,11.59,Weekend,Not given,21,15,"Tarallucci e Vino, 475, Columbus Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10024, United States"
433,1477058,65779,The Kati Roll Company,Indian,24.35,Weekday,Not given,33,29,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
434,1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4,24,27,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
435,1477193,304291,P.J. Clarke's,American,5.92,Weekday,3,33,30,"P.J. Clarke’s, 915, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States"
436,1476596,199735,The Meatball Shop,Italian,14.12,Weekend,Not given,32,18,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
437,1477154,143796,S'MAC,American,5.92,Weekday,4,34,30,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
438,1478278,42755,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,29,30,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
439,1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4,30,20,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
440,1476557,348787,Otto Enoteca Pizzeria,Italian,16.15,Weekend,Not given,35,22,
441,1477264,35774,The Meatball Shop,Italian,12.23,Weekday,Not given,28,33,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
442,1476806,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,24.3,Weekday,Not given,21,33,
443,1478000,167136,ilili Restaurant,Middle Eastern,29.05,Weekend,Not given,24,29,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
444,1478159,57943,Shake Shack,American,15.76,Weekend,3,35,29,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
445,1476910,397362,TAO,Japanese,8.1,Weekend,5,32,16,"曹县, 菏泽市, 山东省, 中国"
446,1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,34,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
447,1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4,23,30,"Cafe Mogador, 133, Wythe Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
448,1477458,114247,Shake Shack,American,20.23,Weekend,Not given,32,18,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
449,1477233,110138,Saravanaa Bhavan,Indian,9.12,Weekday,5,28,28,"Saravanaa Bhavan, شارع سالم بن عمير, أبو شغارة, القاسمية, مدينة الشارقة, الشارقة, الإمارات العربية المتحدة"
450,1477772,91958,TAO,Japanese,12.18,Weekday,Not given,26,33,"曹县, 菏泽市, 山东省, 中国"
451,1477319,145389,Westville Hudson,American,20.23,Weekday,Not given,31,29,"Westville, 333, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States"
452,1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5,33,21,
453,1477571,121476,Blue Ribbon Fried Chicken,American,16.2,Weekend,Not given,32,23,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
454,1477274,96877,Melt Shop,American,9.12,Weekday,Not given,29,33,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
455,1477276,304449,Friend of a Farmer,American,9.75,Weekend,Not given,26,30,"Friend of a Farmer, Irving Place, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States"
456,1478046,53289,The Loop,Japanese,31.38,Weekend,4,26,24,"The Loop, Russell County, Virginia, United States"
457,1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
458,1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5,21,23,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
459,1478267,93065,Han Dynasty,Chinese,14.16,Weekend,Not given,30,23,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
460,1477901,353676,indikitch,Indian,9.26,Weekend,5,33,26,"Indikitch, 25, West 23rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10010, United States"
461,1478247,104555,Sushi of Gari,Japanese,32.98,Weekend,4,34,21,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
462,1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5,22,18,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
463,1476749,351799,Sushi of Gari Tribeca,Japanese,9.55,Weekend,4,35,25,
464,1477600,347263,Hangawi,Korean,6.74,Weekend,Not given,21,22,"Hangawi, 12, East 32nd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States"
465,1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4,26,21,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
466,1477498,103500,RedFarm Hudson,Chinese,14.02,Weekend,Not given,29,22,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
467,1478337,100527,Empanada Mama (closed),Mexican,5.92,Weekday,3,34,25,
468,1476736,60835,Nobu Next Door,Japanese,12.46,Weekend,4,35,28,
469,1477372,55227,Sushi of Gari Tribeca,Japanese,29.2,Weekend,5,32,22,
470,1477126,41409,Nobu Next Door,Japanese,15.76,Weekday,Not given,33,31,
471,1478158,232035,Balade,Middle Eastern,9.22,Weekday,5,25,24,"Balade, Jada, Adamawa, Nigeria"
472,1476586,173667,Osteria Morini,Italian,8.88,Weekend,Not given,34,26,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
473,1477951,242689,The Odeon,American,13.92,Weekend,Not given,34,23,"The Odeon, Todd, Todd Mission, Grimes County, Texas, 77363, United States"
474,1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
475,1476738,233614,Yama 49,Japanese,22.36,Weekend,Not given,33,25,"国道49号, 野沢, 西会津町, 耶麻郡, 福島県, 日本"
476,1477445,97079,Donburi-ya,Japanese,5.77,Weekend,Not given,27,29,"Donburi-Ya, 789, Victoria Street, Hamilton Central, Hamilton City, Waikato, 3204, New Zealand/Aotearoa"
477,1477738,97346,Osteria Morini,Italian,12.13,Weekend,5,22,26,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
478,1477403,87603,The Meatball Shop,American,6.69,Weekend,4,27,27,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
479,1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20,
480,1476877,53289,The Loop,Japanese,4.66,Weekend,Not given,34,25,"The Loop, Russell County, Virginia, United States"
481,1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
482,1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
483,1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,Not given,27,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
484,1478209,63141,Shake Shack,American,29.1,Weekend,Not given,23,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
485,1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4,33,28,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
486,1477809,148499,Posto,Italian,24.25,Weekend,Not given,23,25,"Posto, Opština Plužine, Crna Gora / Црна Гора"
487,1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5,30,32,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
488,1477516,52256,Han Dynasty,Chinese,29.15,Weekend,Not given,31,19,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
489,1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5,29,27,
490,1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24,
491,1476914,141445,Parm,Italian,16.3,Weekend,3,26,23,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
492,1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30,"Mamoun's Falafel, Northside Drive Northwest, Howell Station, Atlantic Station, Atlanta, Fulton County, Georgia, 30327, United States"
493,1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,Not given,21,26,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
494,1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
495,1476944,105614,Terakawa Ramen,Japanese,8.54,Weekday,3,27,25,"Terakawa Ramen, 204, North 9th Street, Chinatown, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
496,1477929,87006,Nobu Next Door,Japanese,6.74,Weekend,Not given,31,29,
497,1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19,
498,1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,Not given,34,32,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
499,1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
500,1477495,92806,Shake Shack,American,14.94,Weekday,Not given,33,31,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
501,1477248,349123,Shake Shack,American,12.95,Weekday,5,20,30,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
502,1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
503,1477238,87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,Not given,28,28,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
504,1478052,77544,Shake Shack,American,24.3,Weekend,4,35,16,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
505,1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16,"富臨酒家 Fulam Restaurant, 26-30, 和宜合道 Wo Yi Hop Road, 石籬 Shek Lei, 石梨山村 Shek Lei Hill Village, 葵涌 Kwai Chung, 葵青區 Kwai Tsing District, 新界 New Territories, 香港 Hong Kong, 中国"
506,1477856,143984,The Smile,American,25.17,Weekend,3,31,15,"The Smile, ถนนเสริมสุข, ช้างเผือก, เชียงใหม่, ป่าแดด, อำเภอสารภี, 50030, ประเทศไทย"
507,1477592,87357,Shake Shack,American,31.43,Weekend,5,30,19,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
508,1477659,54093,Shake Shack,American,13.0,Weekend,Not given,20,18,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
509,1477661,122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,Not given,28,29,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
510,1477230,284455,Shake Shack,American,12.66,Weekend,5,35,24,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
511,1476624,117810,Momoya,Japanese,6.84,Weekday,Not given,21,24,"Momoya, Kindia, Guinée"
512,1477832,100778,Spice Thai,Thai,15.86,Weekend,Not given,34,25,"Spice Thai, Coogee Bay Road, Coogee, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2034, Australia"
513,1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
514,1478037,97346,da Umberto,Italian,7.61,Weekend,Not given,23,26,"da Umberto, West 17th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States"
515,1477109,208020,Sushi of Gari 46,Japanese,29.05,Weekend,Not given,21,23,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
516,1476902,165110,Room Service,Thai,22.31,Weekend,Not given,22,15,"Room Service, 126, East North Loop Boulevard, North Loop, Austin, Travis County, Texas, 78751, United States"
517,1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28,"Dickson's Farmstand Meats, West 16th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States"
518,1476703,405334,TAO,Japanese,25.22,Weekend,Not given,26,16,"曹县, 菏泽市, 山东省, 中国"
519,1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29,"Xi'an Famous Foods, 8, Liberty Place, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States"
520,1476650,88201,J. G. Melon,American,8.35,Weekend,5,29,23,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
521,1476643,88185,Momoya,Japanese,22.85,Weekend,4,32,17,"Momoya, Kindia, Guinée"
522,1477371,369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,Not given,29,30,"Ella View Restaurant Bar Wine-Shop, Ella - Wellawaya Road, Pattiyakumbura, Ella, Badulla District, Uva Province, 90090, ශ්‍රී ලංකාව இலங்கை"
523,1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
